000561.SZ,561,烽火电子,陕西,通信设备,主板,19940509,0,feng-huo-dian-zi000561.SZ烽火电子,,,,,,,,,,,,,,,,,,,,
000563.SZ,563,陕国投A,陕西,多元金融,主板,19940110,0,shan-guo-tou-a000563.SZ陕国投A,,,,,,,,,,,,,,,,,,,,
000564.SZ,564,供销大集,陕西,百货,主板,19940110,0,gong-xiao-da-ji000564.SZ供销大集,,,,,,,,,,,,,,,,,,,,
000565.SZ,565,渝三峡A,重庆,染料涂料,主板,19940408,0,yu-san-xia-a000565.SZ渝三峡A,,,,,,,,,,,,,,,,,,,,
000566.SZ,566,海南海药,海南,化学制药,主板,19940525,0,hai-nan-hai-yao000566.SZ海南海药,,,,,,,,,,,,,,,,,,,,
000567.SZ,567,海德股份,海南,多元金融,主板,19940525,0,hai-de-gu-fen000567.SZ海德股份,,,,,,,,,,,,,,,,,,,,
000568.SZ,568,泸州老窖,四川,白酒,主板,19940509,0,lu-zhou-lao-jiao000568.SZ泸州老窖,,,,,,,,,,,,,,,,,,,,
000570.SZ,570,苏常柴A,江苏,机械基件,主板,19940701,0,su-chang-chai-a000570.SZ苏常柴A,,,,,,,,,,,,,,,,,,,,
000571.SZ,571,*ST大洲,海南,综合类,主板,19940525,0,stda-zhou000571.SZ*ST大洲,,,,,,,,,,,,,,,,,,,,
000572.SZ,572,ST海马,海南,汽车整车,主板,19940808,0,sthai-ma000572.SZST海马,,,,,,,,,,,,,,,,,,,,
000573.SZ,573,粤宏远A,广东,区域地产,主板,19940815,0,yue-hong-yuan-a000573.SZ粤宏远A,,,,,,,,,,,,,,,,,,,,
000576.SZ,576,广东甘化,广东,综合类,主板,19940907,0,yan-dong-gan-hua000576.SZ广东甘化,,,,,,,,,,,,,,,,,,,,
000581.SZ,581,威孚高科,江苏,汽车配件,主板,19980924,0,wei-fu-gao-ke000581.SZ威孚高科,,,,,,,,,,,,,,,,,,,,
000582.SZ,582,北部湾港,广西,港口,主板,19951102,0,bei-bu-wan-gang000582.SZ北部湾港,,,,,,,,,,,,,,,,,,,,
000584.SZ,584,哈工智能,江苏,专用机械,主板,19951128,0,ha-gong-zhi-neng000584.SZ哈工智能,,,,,,,,,,,,,,,,,,,,
000585.SZ,585,*ST东电,海南,电气设备,主板,19951213,0,stdong-dian000585.SZ*ST东电,,,,,,,,,,,,,,,,,,,,
000586.SZ,586,汇源通信,四川,通信设备,主板,19951220,0,hui-yuan-tong-xin000586.SZ汇源通信,,,,,,,,,,,,,,,,,,,,
000587.SZ,587,*ST金洲,黑龙江,批发业,主板,19960425,0,stjin-zhou000587.SZ*ST金洲,,,,,,,,,,,,,,,,,,,,
000589.SZ,589,贵州轮胎,贵州,汽车配件,主板,19960308,0,gui-zhou-lun-tai000589.SZ贵州轮胎,,,,,,,,,,,,,,,,,,,,
000590.SZ,590,启迪古汉,湖南,中成药,主板,19960119,0,qi-di-gu-yi000590.SZ启迪古汉,,,,,,,,,,,,,,,,,,,,
000591.SZ,591,太阳能,重庆,新型电力,主板,19960208,0,tai-yang-neng000591.SZ太阳能,,,,,,,,,,,,,,,,,,,,
000592.SZ,592,平潭发展,福建,林业,主板,19960327,0,ping-tan-fa-zhan000592.SZ平潭发展,,,,,,,,,,,,,,,,,,,,
000593.SZ,593,大通燃气,四川,供气供热,主板,19960312,0,da-tong-ran-qi000593.SZ大通燃气,,,,,,,,,,,,,,,,,,,,
000595.SZ,595,*ST宝实,宁夏,机械基件,主板,19960419,0,stbao-shi000595.SZ*ST宝实,,,,,,,,,,,,,,,,,,,,
000596.SZ,596,古井贡酒,安徽,白酒,主板,19960927,0,gu-jing-gong-jiu000596.SZ古井贡酒,,,,,,,,,,,,,,,,,,,,
000597.SZ,597,东北制药,辽宁,化学制药,主板,19960523,0,dong-bei-zhi-yao000597.SZ东北制药,,,,,,,,,,,,,,,,,,,,
000598.SZ,598,兴蓉环境,四川,水务,主板,19960529,0,xing-rong-huan-jing000598.SZ兴蓉环境,,,,,,,,,,,,,,,,,,,,
000599.SZ,599,青岛双星,山东,汽车配件,主板,19960430,0,qing-dao-shuang-xing000599.SZ青岛双星,,,,,,,,,,,,,,,,,,,,
000600.SZ,600,建投能源,河北,火力发电,主板,19960606,0,jian-tou-neng-yuan000600.SZ建投能源,,,,,,,,,,,,,,,,,,,,
000601.SZ,601,韶能股份,广东,水力发电,主板,19960830,0,shao-neng-gu-fen000601.SZ韶能股份,,,,,,,,,,,,,,,,,,,,
000603.SZ,603,盛达资源,北京,铅锌,主板,19960823,0,sheng-da-zi-yuan000603.SZ盛达资源,,,,,,,,,,,,,,,,,,,,
000605.SZ,605,渤海股份,北京,水务,主板,19960913,0,bo-hai-gu-fen000605.SZ渤海股份,,,,,,,,,,,,,,,,,,,,
000606.SZ,606,顺利办,青海,互联网,主板,19961004,0,shun-li-ban000606.SZ顺利办,,,,,,,,,,,,,,,,,,,,
000607.SZ,607,华媒控股,浙江,广告包装,主板,19960830,0,hua-mei-kong-gu000607.SZ华媒控股,,,,,,,,,,,,,,,,,,,,
000608.SZ,608,阳光股份,广西,区域地产,主板,19960919,0,yang-guang-gu-fen000608.SZ阳光股份,,,,,,,,,,,,,,,,,,,,
000609.SZ,609,中迪投资,北京,区域地产,主板,19961010,0,zhong-di-tou-zi000609.SZ中迪投资,,,,,,,,,,,,,,,,,,,,
000610.SZ,610,西安旅游,陕西,旅游服务,主板,19960926,0,xi-an-lu-you000610.SZ西安旅游,,,,,,,,,,,,,,,,,,,,
000611.SZ,611,*ST天首,内蒙,纺织,主板,19961008,0,sttian-shou000611.SZ*ST天首,,,,,,,,,,,,,,,,,,,,
000612.SZ,612,焦作万方,河南,铝,主板,19960926,0,jiao-zuo-mo-fang000612.SZ焦作万方,,,,,,,,,,,,,,,,,,,,
000613.SZ,613,大东海A,海南,旅游服务,主板,19970128,0,da-dong-hai-a000613.SZ大东海A,,,,,,,,,,,,,,,,,,,,
